dataset,model,feature,LLM_model,label,rewritten_type,main_model_on_org,main_model_on_rewritten,p_value,main_model_on_rewritten_higher
essays,svm,openai,gpt,EXT,syntax_grammar,0.6738168804397959,0.6735210061434099,0.60824382756883,False
essays,random_forest,tfidf,gpt,EXT,syntax_grammar,0.6270344717821374,0.5753034042101594,4.92602441262321e-21,False
essays,random_forest,openai,gpt,EXT,syntax_grammar,0.6111859931251664,0.5958438627383955,1.701800293830176e-05,False
essays,regression,tfidf,gpt,EXT,syntax_grammar,0.5554136522458475,0.4710056748686419,1.5625718409638318e-18,False
essays,regression,openai,gpt,EXT,syntax_grammar,0.5644102802760388,0.510727522079371,2.6245143212452794e-08,False
essays,longformer,longformer,gpt,EXT,syntax_grammar,,,,False
wassa,gradient_boosting,tfidf,gemini,.iri.concern,rephrase,0.6411670437405731,0.5989486548310077,0.2578804613138446,False
wassa,gradient_boosting,openai,gemini,.iri.concern,rephrase,0.710140001115937,0.6558553708620554,0.00874869202566486,False
wassa,svm,tfidf,gemini,.iri.concern,rephrase,0.6833774403383369,0.6880226797476764,0.5649241573598351,True
wassa,svm,openai,gemini,.iri.concern,rephrase,0.6561560053091648,0.6496612714332619,0.45077587428999244,False
wassa,random_forest,tfidf,gemini,.iri.concern,rephrase,0.6914606749080074,0.6553958277624489,0.028048032178779103,False
wassa,random_forest,openai,gemini,.iri.concern,rephrase,0.675660926763868,0.6979906123288477,0.18822417472477518,True
wassa,regression,tfidf,gemini,.iri.concern,rephrase,0.7251006292182763,0.6532737016070349,0.00394734654775372,False
wassa,regression,openai,gemini,.iri.concern,rephrase,0.6633560711734087,0.6365951300161827,0.15510100007980634,False
wassa,longformer,longformer,gemini,.iri.concern,rephrase,,,,False
wassa,gradient_boosting,tfidf,gemini,.iri.concern,syntax_grammar,0.6560909739014316,0.5956241722323594,0.04390836320840098,False
wassa,gradient_boosting,openai,gemini,.iri.concern,syntax_grammar,0.6895974617917343,0.6603613207779874,0.23275101652188518,False
wassa,svm,tfidf,gemini,.iri.concern,syntax_grammar,0.6769702060986338,0.6400329028065649,0.0031333898645558257,False
wassa,svm,openai,gemini,.iri.concern,syntax_grammar,0.6720497221444969,0.626184521339952,0.0005336679004873232,False
wassa,random_forest,tfidf,gemini,.iri.concern,syntax_grammar,0.6815266862480486,0.6360278356534387,0.0008269639288895953,False
wassa,random_forest,openai,gemini,.iri.concern,syntax_grammar,0.6779275973209797,0.616915590536914,0.008480680911668079,False
wassa,regression,tfidf,gemini,.iri.concern,syntax_grammar,0.7015851370851371,0.6438480179950768,0.0022938602232457778,False
wassa,regression,openai,gemini,.iri.concern,syntax_grammar,0.6773122686617498,0.574915444033091,0.0004440772094545694,False
wassa,longformer,longformer,gemini,.iri.concern,syntax_grammar,,,,False
wassa,gradient_boosting,tfidf,llama,.iri.concern,rephrase,0.6400829562594267,0.6120981959217251,0.23138750818174797,False
wassa,gradient_boosting,openai,llama,.iri.concern,rephrase,0.688066933066933,0.5916547459678265,0.0007930343381664037,False
wassa,svm,tfidf,llama,.iri.concern,rephrase,0.6802709555410301,0.6549756583944056,0.1696649451270731,False
wassa,svm,openai,llama,.iri.concern,rephrase,0.6549444156482945,0.592041382503047,0.0011095670053154834,False
wassa,random_forest,tfidf,llama,.iri.concern,rephrase,0.664431920203979,0.6233473221824615,0.014208441937771172,False
wassa,random_forest,openai,llama,.iri.concern,rephrase,0.6689981120653391,0.5123291391148534,8.830340833804282e-06,False
wassa,regression,tfidf,llama,.iri.concern,rephrase,0.7093427565614268,0.38126161278335186,5.630528443651871e-15,False
wassa,regression,openai,llama,.iri.concern,rephrase,0.6798620298620299,0.38089868089868084,1.9885085454552347e-11,False
wassa,longformer,longformer,llama,.iri.concern,rephrase,,,,False
wassa,gradient_boosting,tfidf,llama,.iri.concern,syntax_grammar,0.6678371040723983,0.6091569606863724,0.04051378424867073,False
wassa,gradient_boosting,openai,llama,.iri.concern,syntax_grammar,0.6822946134091646,0.559645764057529,2.5606002970105334e-05,False
wassa,svm,tfidf,llama,.iri.concern,syntax_grammar,0.6786309973734258,0.6751361833825827,0.733287657388351,False
wassa,svm,openai,llama,.iri.concern,syntax_grammar,0.670673228933057,0.6356833447332307,0.04619570019009214,False
wassa,random_forest,tfidf,llama,.iri.concern,syntax_grammar,0.6910589273664931,0.6325320051035994,0.003022695313747802,False
wassa,random_forest,openai,llama,.iri.concern,syntax_grammar,0.679496045212957,0.610330678093836,0.006204117405632554,False
wassa,regression,tfidf,llama,.iri.concern,syntax_grammar,0.7128698995481,0.479020979020979,3.7108996259273857e-14,False
wassa,regression,openai,llama,.iri.concern,syntax_grammar,0.6832619061610661,0.46705802134373564,1.0853972014665808e-09,False
wassa,longformer,longformer,llama,.iri.concern,syntax_grammar,,,,False
wassa,gradient_boosting,tfidf,gpt,.iri.concern,rephrase,0.6459762899242538,0.5815600500555251,0.03130037101035173,False
wassa,gradient_boosting,openai,gpt,.iri.concern,rephrase,0.6921475147945738,0.695799070210835,0.831430091082903,True
wassa,svm,tfidf,gpt,.iri.concern,rephrase,0.6738872259258469,0.6704512953069912,0.8180863676510788,False
wassa,svm,openai,gpt,.iri.concern,rephrase,0.6676754432118389,0.6404158165336077,0.023977509016759938,False
wassa,random_forest,tfidf,gpt,.iri.concern,rephrase,0.680142900615037,0.64525716009951,0.06615290221869084,False
wassa,random_forest,openai,gpt,.iri.concern,rephrase,0.6595143418672831,0.6013399256714765,0.0042941288835552155,False
wassa,regression,tfidf,gpt,.iri.concern,rephrase,0.7136797026502909,0.6208003189620837,3.652024389017723e-05,False
wassa,regression,openai,gpt,.iri.concern,rephrase,0.6863738968780986,0.5603419067704782,2.0012708042092677e-06,False
wassa,longformer,longformer,gpt,.iri.concern,rephrase,,,,False
wassa,gradient_boosting,tfidf,gpt,.iri.concern,syntax_grammar,0.655314923172066,0.5948253427245023,0.05005272554232729,False
wassa,gradient_boosting,openai,gpt,.iri.concern,syntax_grammar,0.6927290601555307,0.6513512223071046,0.06245084584068559,False
wassa,svm,tfidf,gpt,.iri.concern,syntax_grammar,0.6555858632251821,0.6745494732305878,0.07580353535783797,True
wassa,svm,openai,gpt,.iri.concern,syntax_grammar,0.6567661730684177,0.6434054120973626,0.11100668902188982,False
wassa,random_forest,tfidf,gpt,.iri.concern,syntax_grammar,0.6879643798911507,0.6787881158387256,0.40597414123001485,False
wassa,random_forest,openai,gpt,.iri.concern,syntax_grammar,0.6700680038915333,0.6601999802534562,0.5400557781375598,False
wassa,regression,tfidf,gpt,.iri.concern,syntax_grammar,0.7000308814834625,0.5802767793764192,3.7944163776615125e-06,False
wassa,regression,openai,gpt,.iri.concern,syntax_grammar,0.6890220196470196,0.5831245143745143,0.0005995245098881656,False
wassa,longformer,longformer,gpt,.iri.concern,syntax_grammar,,,,False
wassa,gradient_boosting,tfidf,gemini,.iri.perspective,rephrase,0.6132121252140229,0.6418477158515111,0.29202838778785895,True
wassa,gradient_boosting,openai,gemini,.iri.perspective,rephrase,0.6321294328007885,0.539533548293139,0.0006986855196351934,False
wassa,svm,tfidf,gemini,.iri.perspective,rephrase,0.6693633816152481,0.6154306112282802,0.015218322625599493,False
wassa,svm,openai,gemini,.iri.perspective,rephrase,0.6523180561677236,0.6294417263698591,0.0017044968882407878,False
wassa,random_forest,tfidf,gemini,.iri.perspective,rephrase,0.6399752048540975,0.6245854299487518,0.2356384898112734,False
wassa,random_forest,openai,gemini,.iri.perspective,rephrase,0.6475948987653669,0.6211133537664151,0.03733108651478466,False
wassa,regression,tfidf,gemini,.iri.perspective,rephrase,0.6320372619392226,0.6082276603985286,0.1618118732927991,False
wassa,regression,openai,gemini,.iri.perspective,rephrase,0.6201848074526095,0.5964233693722859,0.1400434080169953,False
wassa,longformer,longformer,gemini,.iri.perspective,rephrase,,,,False
wassa,gradient_boosting,tfidf,gemini,.iri.perspective,syntax_grammar,0.6307330498355537,0.5665303153794202,0.0009043502467127343,False
wassa,gradient_boosting,openai,gemini,.iri.perspective,syntax_grammar,0.6465475663670851,0.5526106469288288,8.520663432167164e-05,False
wassa,svm,tfidf,gemini,.iri.perspective,syntax_grammar,0.6375067656801402,0.5550172004872259,0.00023995979237956955,False
wassa,svm,openai,gemini,.iri.perspective,syntax_grammar,0.6484472263939313,0.6130719093857638,0.00028153395272984726,False
wassa,random_forest,tfidf,gemini,.iri.perspective,syntax_grammar,0.6268606484292759,0.6042096822325581,0.14984208330189883,False
wassa,random_forest,openai,gemini,.iri.perspective,syntax_grammar,0.6018957054626644,0.5156911194771021,0.00014745936728820602,False
wassa,regression,tfidf,gemini,.iri.perspective,syntax_grammar,0.6626398690914818,0.579280920955494,8.315030941649954e-06,False
wassa,regression,openai,gemini,.iri.perspective,syntax_grammar,0.625571744462722,0.5272949117486933,4.906952066313366e-07,False
wassa,longformer,longformer,gemini,.iri.perspective,syntax_grammar,,,,False
wassa,gradient_boosting,tfidf,llama,.iri.perspective,rephrase,0.613000577853519,0.5970539754363283,0.37209961561670124,False
wassa,gradient_boosting,openai,llama,.iri.perspective,rephrase,0.6499206841961264,0.5118960375377033,0.0007387082685085778,False
wassa,svm,tfidf,llama,.iri.perspective,rephrase,0.6541093629394514,0.5452596775575208,0.0002546527259251778,False
wassa,svm,openai,llama,.iri.perspective,rephrase,0.6419462823229592,0.6146712330019865,0.0924161421673793,False
wassa,random_forest,tfidf,llama,.iri.perspective,rephrase,0.6277791284079983,0.6206654206073711,0.6039164880912764,False
wassa,random_forest,openai,llama,.iri.perspective,rephrase,0.6232965705791793,0.5232474159752395,2.1939561989162984e-05,False
wassa,regression,tfidf,llama,.iri.perspective,rephrase,0.6502147278009347,0.5580227131444169,0.0001086263486163682,False
wassa,regression,openai,llama,.iri.perspective,rephrase,0.6122905813430501,0.46413634095522643,6.059113198689352e-07,False
wassa,longformer,longformer,llama,.iri.perspective,rephrase,,,,False
wassa,gradient_boosting,tfidf,llama,.iri.perspective,syntax_grammar,0.6306849233654048,0.6021817278009228,0.1908801189978227,False
wassa,gradient_boosting,openai,llama,.iri.perspective,syntax_grammar,0.6510857677417781,0.561150596348806,0.00017617930269674947,False
wassa,svm,tfidf,llama,.iri.perspective,syntax_grammar,0.6646348740552969,0.5745685041783587,0.0005684910771444351,False
wassa,svm,openai,llama,.iri.perspective,syntax_grammar,0.6376668972582286,0.602137510580235,0.029735539500894564,False
wassa,random_forest,tfidf,llama,.iri.perspective,syntax_grammar,0.6266486068111455,0.6351791356218601,0.4557137047938131,True
wassa,random_forest,openai,llama,.iri.perspective,syntax_grammar,0.6083933891420523,0.5176285686980874,1.760866464511686e-05,False
wassa,regression,tfidf,llama,.iri.perspective,syntax_grammar,0.6520344614272504,0.5768330130758973,0.0002909131819253647,False
wassa,regression,openai,llama,.iri.perspective,syntax_grammar,0.6411484020522757,0.4800408263822898,2.3702240717030757e-08,False
wassa,longformer,longformer,llama,.iri.perspective,syntax_grammar,,,,False
wassa,gradient_boosting,tfidf,gpt,.iri.perspective,rephrase,0.6011977728154199,0.6448200943363482,0.012699827333570484,True
wassa,gradient_boosting,openai,gpt,.iri.perspective,rephrase,0.6139792026155664,0.5457613947252985,0.0037956898907324,False
wassa,svm,tfidf,gpt,.iri.perspective,rephrase,0.6573385416386882,0.6232078718269038,0.05459565283259204,False
wassa,svm,openai,gpt,.iri.perspective,rephrase,0.6526462627968396,0.5901573227410549,0.00019027789182302763,False
wassa,random_forest,tfidf,gpt,.iri.perspective,rephrase,0.6185526577494903,0.6517377447048202,0.017197217518146773,True
wassa,random_forest,openai,gpt,.iri.perspective,rephrase,0.6399731786778096,0.545415959370903,4.071449381442636e-06,False
wassa,regression,tfidf,gpt,.iri.perspective,rephrase,0.6550468221149336,0.5926257468022172,0.0012292627833499924,False
wassa,regression,openai,gpt,.iri.perspective,rephrase,0.6328658841158841,0.5230508217272923,2.4647861194657792e-05,False
wassa,longformer,longformer,gpt,.iri.perspective,rephrase,,,,False
wassa,gradient_boosting,tfidf,gpt,.iri.perspective,syntax_grammar,0.6133348269377683,0.6320203632510135,0.2952643569058947,True
wassa,gradient_boosting,openai,gpt,.iri.perspective,syntax_grammar,0.6212939488149574,0.5902648161051521,0.16590389185671003,False
wassa,svm,tfidf,gpt,.iri.perspective,syntax_grammar,0.6545753301717606,0.604335021972975,0.017370425138938616,False
wassa,svm,openai,gpt,.iri.perspective,syntax_grammar,0.6473142743592475,0.617588066614464,0.009126067144224348,False
wassa,random_forest,tfidf,gpt,.iri.perspective,syntax_grammar,0.6226524852856123,0.6430351885816283,0.15184724670863609,True
wassa,random_forest,openai,gpt,.iri.perspective,syntax_grammar,0.638237592216831,0.5743982981007203,0.00015826459800487606,False
wassa,regression,tfidf,gpt,.iri.perspective,syntax_grammar,0.6536952329823714,0.6215468507342885,0.0476161321291881,False
wassa,regression,openai,gpt,.iri.perspective,syntax_grammar,0.6144490571348158,0.5694308658317947,0.012348168244421512,False
wassa,longformer,longformer,gpt,.iri.perspective,syntax_grammar,,,,False
wassa,gradient_boosting,tfidf,gemini,.iri.fantasy,rephrase,0.6599268023820455,0.5920339815581437,0.0029248055882234317,False
wassa,gradient_boosting,openai,gemini,.iri.fantasy,rephrase,0.63027233868433,0.5613211752379615,0.0002149522533825096,False
wassa,svm,tfidf,gemini,.iri.fantasy,rephrase,0.6748660867855912,0.6756233847565115,0.9177629022352115,True
wassa,svm,openai,gemini,.iri.fantasy,rephrase,0.6774474955299258,0.655578952861509,4.627915559328834e-05,False
wassa,random_forest,tfidf,gemini,.iri.fantasy,rephrase,0.6470055201567808,0.6482002186225981,0.9410266215357698,True
wassa,random_forest,openai,gemini,.iri.fantasy,rephrase,0.6366618363220342,0.5742301503609364,0.001882930906937545,False
wassa,regression,tfidf,gemini,.iri.fantasy,rephrase,0.6303007889546351,0.4021385665616435,2.0969692716922952e-05,False
wassa,regression,openai,gemini,.iri.fantasy,rephrase,0.635809043897279,0.5505343735290259,0.013524500273552221,False
wassa,longformer,longformer,gemini,.iri.fantasy,rephrase,,,,False
wassa,gradient_boosting,tfidf,gemini,.iri.fantasy,syntax_grammar,0.6530710664832735,0.6012437453613924,0.005703190895674044,False
wassa,gradient_boosting,openai,gemini,.iri.fantasy,syntax_grammar,0.6460941427853193,0.6242733287953877,0.2807826974939679,False
wassa,svm,tfidf,gemini,.iri.fantasy,syntax_grammar,0.6752888730988511,0.6800622144833686,0.4302247218480374,True
wassa,svm,openai,gemini,.iri.fantasy,syntax_grammar,0.6941187567273654,0.6920679505531696,0.5839881239059346,False
wassa,random_forest,tfidf,gemini,.iri.fantasy,syntax_grammar,0.6509033056917476,0.6297847287062974,0.1328030652171535,False
wassa,random_forest,openai,gemini,.iri.fantasy,syntax_grammar,0.628146507471767,0.602498554683949,0.1531374758407505,False
wassa,regression,tfidf,gemini,.iri.fantasy,syntax_grammar,0.6246372288968638,0.501785570751088,0.000288181224879108,False
wassa,regression,openai,gemini,.iri.fantasy,syntax_grammar,0.6489691158514688,0.5497069597069597,0.0006593287057911409,False
wassa,longformer,longformer,gemini,.iri.fantasy,syntax_grammar,,,,False
wassa,gradient_boosting,tfidf,llama,.iri.fantasy,rephrase,0.6694667965651796,0.5815098543813716,0.0006206706308895802,False
wassa,gradient_boosting,openai,llama,.iri.fantasy,rephrase,0.6460829446123565,0.6165839148811285,0.2813420789010352,False
wassa,svm,tfidf,llama,.iri.fantasy,rephrase,0.6832957834505821,0.699238291807951,0.008307162958710415,True
wassa,svm,openai,llama,.iri.fantasy,rephrase,0.6927121725883334,0.69087476932457,0.7870394076904699,False
wassa,random_forest,tfidf,llama,.iri.fantasy,rephrase,0.6567472130552624,0.6060019087049333,0.0026053116430383447,False
wassa,random_forest,openai,llama,.iri.fantasy,rephrase,0.6473529877018804,0.621553433996873,0.08508473414059692,False
wassa,regression,tfidf,llama,.iri.fantasy,rephrase,0.6336064011403378,0.444876917953841,1.9282435663062805e-05,False
wassa,regression,openai,llama,.iri.fantasy,rephrase,0.6529590201465201,0.554715857059607,0.00046914713504977545,False
wassa,longformer,longformer,llama,.iri.fantasy,rephrase,,,,False
wassa,gradient_boosting,tfidf,llama,.iri.fantasy,syntax_grammar,0.6564519917461095,0.5423703489492963,2.7742703237766105e-06,False
wassa,gradient_boosting,openai,llama,.iri.fantasy,syntax_grammar,0.6331646125315672,0.6397373402221048,0.7593704419513253,True
wassa,svm,tfidf,llama,.iri.fantasy,syntax_grammar,0.6740839285899185,0.6894228324434273,0.01900439316169115,True
wassa,svm,openai,llama,.iri.fantasy,syntax_grammar,0.6859323846497661,0.6947864209547829,0.09725036212581277,True
wassa,random_forest,tfidf,llama,.iri.fantasy,syntax_grammar,0.6484740036365423,0.6027361690596984,0.0022516838917646573,False
wassa,random_forest,openai,llama,.iri.fantasy,syntax_grammar,0.6338670083417982,0.5950201943125428,0.120437155332021,False
wassa,regression,tfidf,llama,.iri.fantasy,syntax_grammar,0.6300351337116046,0.5069418326771268,0.0005567012213147351,False
wassa,regression,openai,llama,.iri.fantasy,syntax_grammar,0.6504606682358365,0.5687523261052673,0.0010407167511300476,False
wassa,longformer,longformer,llama,.iri.fantasy,syntax_grammar,,,,False
wassa,gradient_boosting,tfidf,gpt,.iri.fantasy,rephrase,0.667775726060619,0.6218538509923485,0.02310941732892361,False
wassa,gradient_boosting,openai,gpt,.iri.fantasy,rephrase,0.6270699561876034,0.5611528195841922,0.0008030495553194906,False
wassa,svm,tfidf,gpt,.iri.fantasy,rephrase,0.6806120247141917,0.694808500752773,0.08253279070662047,True
wassa,svm,openai,gpt,.iri.fantasy,rephrase,0.6913151715794674,0.6919615839905857,0.32090850207226235,True
wassa,random_forest,tfidf,gpt,.iri.fantasy,rephrase,0.6576499394083876,0.6322297713411607,0.02795310514996419,False
wassa,random_forest,openai,gpt,.iri.fantasy,rephrase,0.645955816448321,0.6070971740496754,0.0007684449997148686,False
wassa,regression,tfidf,gpt,.iri.fantasy,rephrase,0.6225490196078433,0.5090498765335366,0.0002294612954766787,False
wassa,regression,openai,gpt,.iri.fantasy,rephrase,0.6369285880032487,0.5431196443074271,4.857796483906172e-05,False
wassa,longformer,longformer,gpt,.iri.fantasy,rephrase,,,,False
wassa,gradient_boosting,tfidf,gpt,.iri.fantasy,syntax_grammar,0.6512778136895784,0.6041136020841903,0.019115291484660478,False
wassa,gradient_boosting,openai,gpt,.iri.fantasy,syntax_grammar,0.6365114778104976,0.5529697064010791,5.9709426684016895e-05,False
wassa,svm,tfidf,gpt,.iri.fantasy,syntax_grammar,0.6958645501075585,0.7084222932773913,0.04130796202427717,True
wassa,svm,openai,gpt,.iri.fantasy,syntax_grammar,0.6891988629067924,0.6819111711551538,0.15504599807739936,False
wassa,random_forest,tfidf,gpt,.iri.fantasy,syntax_grammar,0.647902563803299,0.6204782690076808,0.03691732738212034,False
wassa,random_forest,openai,gpt,.iri.fantasy,syntax_grammar,0.6170303008538303,0.5742373837293624,0.013859222698744218,False
wassa,regression,tfidf,gpt,.iri.fantasy,syntax_grammar,0.6318602588964579,0.435723301334161,7.382702188642263e-05,False
wassa,regression,openai,gpt,.iri.fantasy,syntax_grammar,0.6376555429864253,0.5711033451842275,0.002615759679690974,False
wassa,longformer,longformer,gpt,.iri.fantasy,syntax_grammar,,,,False
wassa,gradient_boosting,tfidf,gemini,.iri.distress,rephrase,,,,False
wassa,gradient_boosting,openai,gemini,.iri.distress,rephrase,0.6246396832334332,0.5833255949524332,0.09977332642589781,False
wassa,svm,tfidf,gemini,.iri.distress,rephrase,,,,False
wassa,svm,openai,gemini,.iri.distress,rephrase,,,,False
wassa,random_forest,tfidf,gemini,.iri.distress,rephrase,,,,False
wassa,random_forest,openai,gemini,.iri.distress,rephrase,,,,False
wassa,regression,tfidf,gemini,.iri.distress,rephrase,,,,False
wassa,regression,openai,gemini,.iri.distress,rephrase,,,,False
wassa,longformer,longformer,gemini,.iri.distress,rephrase,,,,False
wassa,gradient_boosting,tfidf,gemini,.iri.distress,syntax_grammar,,,,False
wassa,gradient_boosting,openai,gemini,.iri.distress,syntax_grammar,0.6359161040979223,0.6091173977537614,0.3619789252135337,False
wassa,svm,tfidf,gemini,.iri.distress,syntax_grammar,,,,False
wassa,svm,openai,gemini,.iri.distress,syntax_grammar,,,,False
wassa,random_forest,tfidf,gemini,.iri.distress,syntax_grammar,,,,False
wassa,random_forest,openai,gemini,.iri.distress,syntax_grammar,,,,False
wassa,regression,tfidf,gemini,.iri.distress,syntax_grammar,,,,False
wassa,regression,openai,gemini,.iri.distress,syntax_grammar,,,,False
wassa,longformer,longformer,gemini,.iri.distress,syntax_grammar,,,,False
wassa,gradient_boosting,tfidf,llama,.iri.distress,rephrase,,,,False
wassa,gradient_boosting,openai,llama,.iri.distress,rephrase,0.6531566135014412,0.5837570822117636,0.01020390885957773,False
wassa,svm,tfidf,llama,.iri.distress,rephrase,,,,False
wassa,svm,openai,llama,.iri.distress,rephrase,,,,False
wassa,random_forest,tfidf,llama,.iri.distress,rephrase,,,,False
wassa,random_forest,openai,llama,.iri.distress,rephrase,,,,False
wassa,regression,tfidf,llama,.iri.distress,rephrase,,,,False
wassa,regression,openai,llama,.iri.distress,rephrase,,,,False
wassa,longformer,longformer,llama,.iri.distress,rephrase,,,,False
wassa,gradient_boosting,tfidf,llama,.iri.distress,syntax_grammar,0.5982975704125559,0.3487310673760138,1.1750899723764693e-05,False
wassa,gradient_boosting,openai,llama,.iri.distress,syntax_grammar,0.6547852684949461,0.5700875974120756,0.007249469768755685,False
wassa,svm,tfidf,llama,.iri.distress,syntax_grammar,,,,False
wassa,svm,openai,llama,.iri.distress,syntax_grammar,,,,False
wassa,random_forest,tfidf,llama,.iri.distress,syntax_grammar,,,,False
wassa,random_forest,openai,llama,.iri.distress,syntax_grammar,,,,False
wassa,regression,tfidf,llama,.iri.distress,syntax_grammar,,,,False
wassa,regression,openai,llama,.iri.distress,syntax_grammar,,,,False
wassa,longformer,longformer,llama,.iri.distress,syntax_grammar,,,,False
wassa,gradient_boosting,tfidf,gpt,.iri.distress,rephrase,,,,False
wassa,gradient_boosting,openai,gpt,.iri.distress,rephrase,0.6426906426906427,0.5742812120963381,0.02440886203609973,False
wassa,svm,tfidf,gpt,.iri.distress,rephrase,,,,False
wassa,svm,openai,gpt,.iri.distress,rephrase,,,,False
wassa,random_forest,tfidf,gpt,.iri.distress,rephrase,,,,False
wassa,random_forest,openai,gpt,.iri.distress,rephrase,,,,False
wassa,regression,tfidf,gpt,.iri.distress,rephrase,,,,False
wassa,regression,openai,gpt,.iri.distress,rephrase,,,,False
wassa,longformer,longformer,gpt,.iri.distress,rephrase,,,,False
wassa,gradient_boosting,tfidf,gpt,.iri.distress,syntax_grammar,,,,False
wassa,gradient_boosting,openai,gpt,.iri.distress,syntax_grammar,0.641840575616667,0.5662126570345883,0.0005109970100508037,False
wassa,svm,tfidf,gpt,.iri.distress,syntax_grammar,,,,False
wassa,svm,openai,gpt,.iri.distress,syntax_grammar,,,,False
wassa,random_forest,tfidf,gpt,.iri.distress,syntax_grammar,,,,False
wassa,random_forest,openai,gpt,.iri.distress,syntax_grammar,,,,False
wassa,regression,tfidf,gpt,.iri.distress,syntax_grammar,,,,False
wassa,regression,openai,gpt,.iri.distress,syntax_grammar,,,,False
wassa,longformer,longformer,gpt,.iri.distress,syntax_grammar,,,,False
facebook,gradient_boosting,tfidf,gemini,.authority,rephrase,0.627443556461922,0.48183773719389217,4.832015539451297e-05,False
facebook,gradient_boosting,openai,gemini,.authority,rephrase,0.6006490914299513,0.5591048173286917,4.276650090504448e-07,False
facebook,svm,tfidf,gemini,.authority,rephrase,0.6528709228365108,0.46528071477215827,0.00019988227496123907,False
facebook,svm,openai,gemini,.authority,rephrase,0.6929253585183885,0.5763193554680586,0.0001657303893282561,False
facebook,random_forest,tfidf,gemini,.authority,rephrase,0.6438434097151234,0.4976692998125447,0.0010135614415702526,False
facebook,random_forest,openai,gemini,.authority,rephrase,0.6255099362568953,0.5329019782511879,0.0023228548090346544,False
facebook,regression,tfidf,gemini,.authority,rephrase,0.6193259341706823,0.5006551145840872,0.003636207121659338,False
facebook,regression,openai,gemini,.authority,rephrase,0.6231779391914269,0.5523660057692217,0.02177022199332567,False
facebook,longformer,longformer,gemini,.authority,rephrase,0.7375435280408268,0.6101678339649397,0.06853220140853869,False
facebook,gradient_boosting,tfidf,gemini,.authority,syntax_grammar,0.5888464585776217,0.523726192024808,0.02985633579070863,False
facebook,gradient_boosting,openai,gemini,.authority,syntax_grammar,0.6394324081269095,0.5998977913629618,0.16730191235937614,False
facebook,svm,tfidf,gemini,.authority,syntax_grammar,0.6395417339640193,0.5413452303493314,0.013332172757120758,False
facebook,svm,openai,gemini,.authority,syntax_grammar,0.6970222420230312,0.6085241760114212,0.003939552705336796,False
facebook,random_forest,tfidf,gemini,.authority,syntax_grammar,0.6127969362211957,0.5548457679831751,0.08388908721581737,False
facebook,random_forest,openai,gemini,.authority,syntax_grammar,0.6492352506053378,0.5320100000706015,0.002697512568851768,False
facebook,regression,tfidf,gemini,.authority,syntax_grammar,0.578924713068894,0.49952862934312847,0.025910915302457437,False
facebook,regression,openai,gemini,.authority,syntax_grammar,0.6298773237998894,0.5403634667515196,0.00801581761626538,False
facebook,longformer,longformer,gemini,.authority,syntax_grammar,,,,False
facebook,gradient_boosting,tfidf,llama,.authority,rephrase,,,,False
facebook,gradient_boosting,openai,llama,.authority,rephrase,0.6701860874662913,0.5537167593919129,0.0005755552738393255,False
facebook,svm,tfidf,llama,.authority,rephrase,0.6469268446041722,0.5239902134092526,0.0009537175987441526,False
facebook,svm,openai,llama,.authority,rephrase,0.675060185731194,0.5877360573887108,0.005684780639703554,False
facebook,random_forest,tfidf,llama,.authority,rephrase,0.6319510936959934,0.46045021125448393,2.5212484128753255e-06,False
facebook,random_forest,openai,llama,.authority,rephrase,0.6420334720322463,0.5471345598638312,0.039290866726396007,False
facebook,regression,tfidf,llama,.authority,rephrase,0.6115320549131059,0.4931641908021555,0.0016867952004163862,False
facebook,regression,openai,llama,.authority,rephrase,0.6264636624357763,0.5680257121715788,0.14064632268063026,False
facebook,longformer,longformer,llama,.authority,rephrase,0.7624181830075517,0.6710117695748148,0.047827017990810704,False
facebook,gradient_boosting,tfidf,llama,.authority,syntax_grammar,,,,False
facebook,gradient_boosting,openai,llama,.authority,syntax_grammar,0.6366063174223895,0.6269429618287858,0.8103313001480201,False
facebook,svm,tfidf,llama,.authority,syntax_grammar,0.6322174450698438,0.5181155349285047,0.0003884937046754678,False
facebook,svm,openai,llama,.authority,syntax_grammar,0.6794798007309453,0.543513270491514,9.025740993318345e-07,False
facebook,random_forest,tfidf,llama,.authority,syntax_grammar,0.6265947698005544,0.47741656936596205,7.851634176017465e-05,False
facebook,random_forest,openai,llama,.authority,syntax_grammar,0.6735540361636109,0.5092828998035787,0.002560968205258918,False
facebook,regression,tfidf,llama,.authority,syntax_grammar,0.6014335292981279,0.50819120648868,0.005200973630450027,False
facebook,regression,openai,llama,.authority,syntax_grammar,0.6496540138891477,0.5406721055478038,0.0018228791018244943,False
facebook,longformer,longformer,llama,.authority,syntax_grammar,,,,False
facebook,gradient_boosting,tfidf,gpt,.authority,rephrase,,,,False
facebook,gradient_boosting,openai,gpt,.authority,rephrase,0.6817341350622306,0.572527232926078,0.024212474876739006,False
facebook,svm,tfidf,gpt,.authority,rephrase,0.6325562598033974,0.5647621565376705,0.03462958074898356,False
facebook,svm,openai,gpt,.authority,rephrase,0.7002096351486069,0.6225485582255643,0.012681723106402868,False
facebook,random_forest,tfidf,gpt,.authority,rephrase,0.6633869982992574,0.44242787041381104,0.00022218091568552504,False
facebook,random_forest,openai,gpt,.authority,rephrase,0.6612352421976595,0.5275438410354456,0.00015775272981828904,False
